# lasso,enet,plsridge,plslasso,plsenet,pmlasso,pmenet,pmplsridge,pmplslasso,pmplsenet,msklasso,mskenet,mskplsridge,mskplslasso,mskplsenet,msknsridge,msknslasso,msknsenet,tsklasso,tskenet,tskplsridge,tskplslasso,tskplsenet,tsknsridge,tsknslasso,tsknsenet,ridge,mskridge,pmridge,tskridge
0.000000000000000000e+00,nan,6.281493079395862642e-312,4.377063079736973276e-312,4.117050639830509308e-312,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.241268646753198964e-37,1.193159538887187868e-13,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.755092121740928995e-139,3.755092121740928995e-139,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.281493079395862642e-312,4.377063079736973276e-312,4.117050639830509308e-312,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.241268646753198964e-37,1.193159538887187868e-13,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.755092121740928995e-139,3.755092121740928995e-139,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.093171957072659350e-01,1.261957099129079052e-01,9.383398504978394117e-01,9.383398504978394117e-01,2.012337985448440393e-07,2.012337985448440393e-07,2.012337985448440393e-07,9.383398504978394117e-01,9.383398504978394117e-01,2.412856754094781133e-07,2.216209540417386770e-02,5.481652025151074201e-04,1.170433653409302374e-73,8.145084008142686738e-01,7.692600775855643613e-01,9.383398504978394117e-01,9.383398504978394117e-01,5.781468854492793064e-15,9.149897050043255797e-06,1.949228185487826933e-08,1.898900839610917159e-65,9.372800558374035917e-01,9.372800558374035917e-01,2.539851540396926942e-66,7.302766398628225332e-95,3.626923417801513064e-107,2.854481639926131614e-101
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.070344292235609332e-07,9.577559629887055781e-01,9.577559629887055781e-01,2.008006049304640965e-07,2.008006049304640965e-07,2.008006049304640965e-07,9.577559629887055781e-01,9.577559629887055781e-01,1.399114143992464726e-07,2.556997204281769367e-02,5.422753472566114270e-04,5.472653774488832227e-74,8.380698940620034953e-01,7.994065390878204447e-01,9.577559629887055781e-01,9.577559629887055781e-01,4.054649792305651498e-14,3.770884719007746878e-05,1.039325795220422507e-07,2.554840828458082517e-65,9.567358366420851690e-01,9.567358366420851690e-01,2.117372007117472154e-66,3.782071259702422585e-94,2.090471657875957847e-109,2.324178833883255419e-101
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.498381369447517208e-01,9.498381369447517208e-01,2.159944577677778066e-07,2.159944577677778066e-07,2.159944577677778066e-07,9.498381369447517208e-01,9.498381369447517208e-01,1.969870112582962147e-07,2.499599531248638054e-02,5.803032069282245591e-04,7.755689981020756215e-74,8.276139136891549342e-01,7.846689674651394775e-01,9.498381369447517208e-01,9.498381369447517208e-01,2.036541566245492991e-14,2.204297519466849717e-05,5.574578476720031597e-08,2.528919723495183879e-65,9.487921166846892129e-01,9.487921166846892129e-01,2.713814816052584870e-66,2.155107786273623167e-94,1.950399506808344513e-108,3.062943631398836157e-101
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.241268646753198964e-37,1.193159538887187868e-13,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.755092121740928995e-139,3.755092121740928995e-139,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.241268646753198964e-37,1.193159538887187868e-13,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.755092121740928995e-139,3.755092121740928995e-139,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,2.003200676361481802e-01,2.003200676361481802e-01,1.631335706943070987e-16,1.656847756587720978e-21,5.963100475645183944e-19,8.669076502590784762e-15,4.566645294286582335e-02,3.904430865035685844e-02,2.003200676361481802e-01,2.003200676361481802e-01,1.225521121134204526e-15,6.373435684036343168e-16,9.708762981933075514e-16,2.215903985885766204e-15,2.000937572572034640e-01,2.000937572572034640e-01,1.045331786941268005e-15,7.128947482923375718e-14,1.234415534051062873e-14,6.807668235375206664e-14
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,2.003200676361481802e-01,2.003200676361481802e-01,1.631335706943070987e-16,1.656847756587720978e-21,5.963100475645183944e-19,8.669076502590784762e-15,4.566645294286582335e-02,3.904430865035685844e-02,2.003200676361481802e-01,2.003200676361481802e-01,1.225521121134204526e-15,6.373435684036343168e-16,9.708762981933075514e-16,2.215903985885766204e-15,2.000937572572034640e-01,2.000937572572034640e-01,1.045331786941268005e-15,7.128947482923375718e-14,1.234415534051062873e-14,6.807668235375206664e-14
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.003200676361481802e-01,2.003200676361481802e-01,1.631335706943070987e-16,1.656847756587720978e-21,5.963100475645183944e-19,8.669076502590784762e-15,4.566645294286582335e-02,3.904430865035685844e-02,2.003200676361481802e-01,2.003200676361481802e-01,1.225521121134204526e-15,6.373435684036343168e-16,9.708762981933075514e-16,2.215903985885766204e-15,2.000937572572034640e-01,2.000937572572034640e-01,1.045331786941268005e-15,7.128947482923375718e-14,1.234415534051062873e-14,6.807668235375206664e-14
